Region,Type,Nature,Highest Price Month,Lowest Price Month,Highest Price,Lowest Price
Cite Agricole,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Ghar El Melh,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sfax,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Essalama,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Sidi Frej,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Sousse Khezama,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Megrine Riadh,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bab El Jazira,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Megrine Riadh,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Cartage Byrsa,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Rades,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Bou Kornine,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
Utique,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Mejez El Bab,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
Merkez Chihya,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Mornag,Autre,Vente,April,April,452863.02206265694,310308.0805972307
El Aouina,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Dar Chichou,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Ain Draham,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Carthage,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Ksar Said,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Chaabet El Mrez,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Riadh Landlous,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cartage Byrsa,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Rafraf Plage,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Rafraf Plage,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Cite Ennakhil 1,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Universita,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Ghardaya,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Mongi Slim,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Sidi Abbes,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Ezzahrouni,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Kef Ouest,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Mornaguia,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Hadadda,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Hammam Lif,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite El Intilak,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Zone urbaine no,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Zone urbaine no,App. 2 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Ghar El Melh,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Beja,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Ben Arous Sud,Autre,Location,April,April,452863.02206265694,310308.0805972307
Cite El Habib,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Menzah 7,Gérance lib,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Meghira Inzel,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Chotrana 1,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Sakiet Ezzit,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Ennasr,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Jardins d'el Me,Autre,Location,April,April,452863.02206265694,310308.0805972307
El Taoufik,Autre,Location,April,April,452863.02206265694,310308.0805972307
Essalloum,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Rades Mongil,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Ennouzha,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Haouaria,App. 1 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
El Hrairia,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Rohia,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
El Maamoura,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
El Ksour,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite El Khadra,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Bou Ficha,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Haouaria,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Berge Du Lac,Autre,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Salambo,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Zone Industriel,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Oplympique,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Cite Ennasr 1,App. 1 pièc,Location,April,May,452863.02206265694,274550.28580589977
Menzel Temime,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Rades Mongil,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Ennasr,App. 4 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Borj Youssef,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cartage Plage,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Cite El Khalil,Maisons,Location,April,May,452863.02206265694,274550.28580589977
La Goulette,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Mnihla,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite Khaled Ibn,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Sidi Saad,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Mongi Slim,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sedghiane,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Zone Hoteliere,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Cite Aziza,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Zone Hoteliere,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Republique,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Cite Jaafar,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Cite El Ghazala,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Hammamet,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Beni Khiar,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Beni Khiar,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Mornag,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Manar 2,App. 5 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sidi Rezig,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Matmata,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Bou Jerdga,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Kelibia,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Cite El Mhiri,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Cite Du Stade,App. 5 pièc,Location,April,May,452863.02206265694,274550.28580589977
Kelibia,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
El Alelgua,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Sidi Hassine,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
El Hamayem,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Hammam Lif,Surfaces,Vente,April,May,452863.02206265694,274550.28580589977
Cite Du Stade,Atelier,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Ouled Amor,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Ouled Amor,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Erraoudha,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Mutuelle Ville,App. 4 pièc,Location,April,May,452863.02206265694,274550.28580589977
Zone Industriel,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite El Intilak,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Soliman,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Cite El Khalil,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Salambo,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Sidi Mediene,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Hammam Chatt,Surfaces,Location,April,May,452863.02206265694,274550.28580589977
Cite Ali Bourgu,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bab El Akoues,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Kantaoui,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
Sahloul,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Tantana,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Ariana Essoughr,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
Sousse,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Zone urbaine no,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite Hached,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Sakiet Ezzit,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Teskraya,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Ksar Hadid,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Mejez El Bab,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Ksar Said,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Grombalia,Autre,Location,April,May,452863.02206265694,274550.28580589977
Nouel,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Merkez Sebai,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
La Pecherie,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Hwas,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Grombalia,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
La Soukra,Gérance lib,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Mosque Erraoudh,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Borj Cedria,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Bab Saadoun Gar,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Bab Saadoun Gar,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bab Djedid,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Naassen,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Cite Ennasr,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Salakta,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cartage Byrsa,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Ain,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Ksar Said,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Tabarka,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Midoun,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Zaouit Mornag,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Amilcar,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Jebel El Oust,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Sidi Boulbaba,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Tunis Belvedere,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Mutuelle Ville,Autre,Location,April,April,452863.02206265694,310308.0805972307
Hammam Chatt,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Kelibia,App. 1 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Cite El Hana,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Afh,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Dar Chaabane Pl,App. 1 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Charguia 1,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Menzel Abderrah,App. 3 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Chala,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Bouchoucha,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
Rades Medina,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Medina,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
